text,label
i occasionally burning upper abdomen throughout day night i regularly get severe heartburn indigestion nausea,22
ive chills lethargy cough high temperature difficulties breathing lately ive sweating profusely generally feeling ill weak ive also quite thick black phlegm,8
ive feeling truly frail muscles recently neck truly solid swollen joints make difficult move around walking also difficult,10
i itchy red skin sometimes result flaking my face lips puff causes lot inconvinience i get watery eyes sometimes headches puffing gets severe,19
i experiencing skin rashes burning sores the blistering sores fluidfilled elevated red colored lesions unpleasant touch i also high fever,4
especially eating throat frequently feels scorching i occasionally get bitter sour aftertaste makes feel sick,20
initially i developed small red sores near nose neck now i high fever sores become painful inflamed past days,4
the veins legs noticeable causing lot discomforts they swollen protrude skin making visible clothing,1
i diarrhea constipation quite concerning in stomach severe painful ache im constantly exhausted dont feel like eating anything,2
i discovered i significant rash body morning blackheads pusfilled pimples proliferating skin scurrying lot,11
ive grumpy gloomy lately ive also noticed change vision,14
i woke morning find i major rash body its covered pusfilled pimples blackheads skin scurrying lot,11
ive lot bloating constipation really painful there lot pressure pain stomach area i get high fever chills every night,2
my muscles lack strength i experiencing back pain dry cough ive experiencing neck pain feeling lightheaded unstable feet,15
ive experiencing chills feel really exhausted cough wont go away when i cough chest aches heart pounding its disgusting brownish hue mucous im coming,8
my skin red scratchy these occasionally flake my cheeks lips swell really annoying i occasionally headaches runny eyes puffing,19
my neck tense ive feeling like muscles incredibly weak i trouble moving since joints enlarged to walk quite painful,10
ive experienced severe itching chills nausea high fever besides headache im also perspiring lot ive terrible nausea muscle ache,17
my muscles really weak neck extremely stiff my joints swollen making difficult move walking excruciatingly uncomfortable,10
along increased hunger sore neck melancholy impatience visual distortion ive also experiencing acid reflux indigestion frequent headaches blurred eyesight,14
my body itching terribly red spots everywhere some patches also differ tone natural complexion and lumps pimples appeared skin,6
ive coughing lot finding difficult breathe my throat hurts i feel like i lot phlegm trapped chest my nose running lot ive feeling really congested,7
i experiencing skin rash arms legs torso past weeks it red itchy covered dry scaly patches,0
i cant stop sneezing i feel really tired crummy my throat really sore i lot gunky stuff nose throat my neck feels swollen puffy,7
my bloody stools caused lose lot things including iron bloos i anaemia result i typically feel rather weak,22
ive trouble going bathroom its really hard go hurts i my anus really sore bleeding i go its really painful im really uncomfortable,9
back pain persistent cough arm leg weakness bothering ive experiencing neck pain balance issues dizziness,15
back pain hacking cough numbness arms legs bothering in addition neck hurts ive trouble staying balanced without getting lightheaded,15
ive mild fever past days starting worry the fever accompanied severe headache i feel weak lethargic,3
constipation discomfort bowel motions anus pain recently bothering my anus quite inflamed stool extremely bloody,9
i experiencing lot nausea vomiting quite difficult eat anything ive entirely lost appetite result i become quite weak,2
blood found urination i sometimes nausea urinating i regularly feel like im almost feverish,18
ive feeling really weak muscles lately neck really stiff my joints swollen hard move around its also painful walk,10
i rash legs giving lot pain there appears cramp i see visible veins calf,1
my vision foggy seems growing worse im constantly feeling worn exhausted additionally i occasionally severe lightheadedness dizziness,23
i high fever mild headache im tired time completely lost appetite,3
im mood eat swallowing difficult i often lingering feeling fullness even little meals my typical symptoms include heartburn nausea throat tingling,20
my skin itching swollen sometimes could flake my lips cheeks swelling aches lot the puffing occasionally gives headaches runny eyes,19
i experiencing chills shivering despite warm environment my back pains time red spots arms,5
the skin around veins legs dry flaky it seems major bruise legs started swell,1
because vomiting diarrhea ive lot difficulties staying hydrated there mild fever well stomach pain,2
i raised lumps rash looks red inflamed discoloured areas skin different colours rest skin itching skin,6
i frequently get swallowing issues sensation food getting stuck throat i regularly belch feel bloated my aftertaste unpleasant time,22
i pretty irritating itch body skin also red bumpy areas ive also pimples resemble small balls spots different colour rest skin,6
after eating i get queasy frequently throw everything ive eaten i always get severe abdominal ache terrible acid reflux,20
constipation bowel movement discomfort common lately the region surrounding anus i ache lot my anus really itchy stool bloody,9
my balance i headache chest pain dizziness ive also observed hard concentrate,13
my pee strong unpleasant scent hazy appearance since symptoms started appearing i regularly feel desire urinate night experiencing high temperatures,18
ive getting lot bowel issues recently its difficult go hurts i my anus quite painful bleeding whenever i go its excruciatingly painful im quite uneasy,9
ive really itchy lately rashy spots skin there also areas dont look like normal color skin ive bumps kind hard,6
i plugged nose nasal congestion i occasionally stiffness chest discomfort night ive also lost ability taste smell,19
there small red spots body i cant explain the bumps itchy uncomfortable seem spread rapidly its worrying,3
my genital skin red irritated it frequently irritating burning unpleasant there also rashes various places body also i strange pain joints,0
my muscles quite weak neck really stiff my joints swollen making difficult walk without becoming stiff walking also excruciatingly uncomfortable,10
there small red spots body the spots itchy uncomfortable i also mild fever headache,3
i bloody stools resulted bloos loss loss iron thiis caused anemia i feel weak general,22
there red spots body i cant explain the spots itchy starting swell spreading rapidly,3
i experiencing changes menstrual cycle unexpected vaginal discharge i often get mood swings feel agitated time time,21
i swollen lymph nodes red spots body causing discomfort i also mild fever feel tired time,3
my muscles quite weak neck really stiff my joints swollen making difficult move without becoming stiff walking quite uncomfortable well,10
i feel queasy nauseous dizzy i swelling throat breathing issues i occasionally chest discomfort nausea night,19
ive getting frequent headaches hazy vision well acid reflux indigestion meals,14
im lot trouble bowel movements lately its hard go hurts i my anus really sore bleeding i go its really painful im really uncomfortable,9
as i overweight i noticed legs swollen blood vessels visible usual the swelling seems getting worse time,1
my nose runs i sneeze lot my eyes wet hurt i cough time my head aches constantly,19
this morning i realized i major rash body there lots pimples filled pus blackheads everywhere skin scurrying lot,11
i rashes around nose well huge red sores the rash spreading places body ive seen in addition i high temperature every night,4
the sores face beginning weep clear fluid also every night i get high fever chills i sleep night,4
in last four days ive experienced low temperatures blood pee my head hurts much urine smells awful the desires urinate seldom come cue i hardly ever control,18
i developed diarrhea it accompanied severe pain belly area i dont feel like eating anything time i mild headache,2
i feeling tremors muscle twitching i decreased sense smell taste i feel fatigued sometimes i feeling rapid hearbeat palipatations,23
stomach acid indigestion frequent headaches hazy distorted vision increased appetite stiff neck depression irritation visual distortion bothering,14
i go bathroom lot generally drops urine come i severe stomach pains overwhelming want urinate,18
i starting develop tiny red spots face neck area itches i touch the itching making day uncomfortable,3
my arms face back red irritated it frequently irritating unpleasant my nails strange inflammation developed small dents i never seen anything like,0
ive lot difficulty breathing i feel like im constantly nauseous i also mild belly pain its terrifying times,2
i experiencing severe itching vomiting fatigue weight loss my fever high skin turned yellow my urine dark i experiencing abdominal pain,16
ive noticing really nasty rash skin lately its covered blackheads pimples packed pus my skin also really scurrying,11
i experiencing headache chest pain dizziness difficulty maintaining balance i also feel like i trouble concentrating,13
i often get aburning sensation throat especially eating sometimes also leaves sour bitter taste mouth i get nauseos beacuse,20
i feel muscles trembling shaking i feel worn senses taste smell diminished sometimes i palpitations quick heartbeat,23
ive experiencing lot bowel movement issues recently its difficult go hurts i my anus quite painful bleeding whenever i go its excruciatingly painful im quite uneasy,9
since ive constipated using restroom quite challenging when i go aches ive blood stool my anus quite itchy irritating ive also experiencing discomfort butt,9
my skin silvery film particularly back arms scalp this dusting composed tiny scales easily peel scratched,0
i experiencing symptoms headache chest pain dizziness loss balance difficulty focusing,13
i experiencing headache feels like sharp pain temples along chest pain dizziness,13
i suffering back pain hacking cough weakness arms legs additionally neck hurts i issues dizziness maintaining balance,15
i nasal congestion blocked nose on occasion night i stiffness chest pain ive also lost senses taste smell,19
my sinuses feel incredibly congested eyes continuously red i constantly feel drained exhausted in addition i lot uncomfortable phlegm throat my lymph nodes feel bloated breathing challenging,7
ive feeling extremely scratchy sick worn in addition ive lost weight temperature my urine dark skin turned yellow additionally i experiencing stomach pain,16
i fever feel dizzy lightheaded my heart beating fast i feel confused i able think clearing everything feels foggy,21
i cant stop coughing i feel really cold my sinuses blocked i lot mucus my chest hurts i cant smell anything my muscles also really sore,7
recently ive lot difficulty using restroom when i hurts lot ive noticed blood stool around anus ive also experiencing discomfort itching,9
the vomiting i experiencing accompanied stomach cramps dizziness i lost apetite feel weak result there pain behind eyes,5
ive struggling severe back pain dry cough limb weakness ive feeling lightheaded wobbly feet neck hurts,15
my skin irritated inflamed sometimes flake my lips cheeks expand really unpleasant because puffing i occasionally headaches wet eyes,19
im drenched sweat cant seem catch breath my throat clogged mucus im miserable my heart racing chest aches im coughing brownish stringy mucus,8
i lack energy feel like neck bloated my eyes red throat feels scratchy i severe congestion nostrils face pressure i cant smell anything chest hurts,7
along impaired seeing excessive eating sore neck melancholy impatience constant headaches ive also fighting heartburn acid reflux indigestion,14
i little red spots body i dont understand it worries i lost appetite every night i exhausted severe headache,3
there strange pain joints also i noticed strange peeling skin different parts body i afraid something wrong going body,0
my pee smells strongly seems cloudy ive fevers frequent overnight urination needs ever since symptoms began,18
ive exhausted experiencing nausea itching in addition ive lost weight temperature my urine dark skin turned yellow additionally ive stomach pain,16
my skin merely developed uninherited rash it lot pusfilled pimples blackheads furthermore skin quite sensitive,11
recently pain calves constant becomes worse i stand walk long periods time my legs started swell also blood vessels quite noticeable,1
my back hurts time arms neck rashes the back eyes pain lot i also fever making worried health,5
my bowel movements become constipated diarrheal i often feel quite tired lack energy appetite,22
the vomiting ive followed stomach pains dizziness ive lost appetite result feel weak my arms back neck pain time,5
i severe itching vomiting fatigue i also lost weight high fever my skin turned yellow urine dark i also experiencing abdominal pain,16
my sinuses feel stuffy eyes quite red i simply lack energy throat really scratchy along swelling lymph nodes ive also coughing lot phlegm,7
ive experienced severe itching chills nausea high fever along headache im also perspiring lot ive also bothered nausea muscle ache,17
i always foul breath sour taste mouth occasionally tingling throat makes difficult swallow meals,20
ive experiencing severe body itchiness chills vomiting i really high fever ive perspiring lot i also feel queasy headache my muscles excruciating discomfort,17
i experiencing digestive issues including acidity indigestion well regular headaches distorted vision excessive hunger stiff neck depression irritability visual disturbance,14
i severe itching vomiting fatigue i also lost weight high fever my skin turned yellow urine dark i also experiencing abdominal pain,16
ive experiencing stiffness weakness neck muscles recently since joints grownup heavy behalf american state run whereas getting stiff additionally walking uncomfortable,10
ive experiencing severe itching chills vomiting high fever im also sweating lot headache nausea muscle pain causing lot discomfort,17
ive severe itching chills vomiting high fever im also sweating excessively headache nausea muscle pain also causing lot discomfort,17
ive suffering severe constipation lately whenever i go restroom hurts lot aside anus really itchy ive observed blood stool,9
ive feeling awful lot congestion runny nose ive coughing lot lot chest pain my fever really high ive experiencing severe muscular discomfort,7
ive experiencing balance issues addition feeling disoriented dizzy my headache also present nonstop,13
i pain near pelvic region vomit lot sometimes blood pee almost foul smell urinei sometimes get headches trouble sleeping due,18
i get symptoms asthma wheezing breathing problems i frequently headaches fever all time i feel exhausted,19
my eyes usually red runny nose always stuffy ive also difficulty breathing chest hurts in addition i cant smell anything muscles quite painful,7
im trouble breathing fever really high im drenched sweat shivering chill my heart thumping rapidly im quite exhausted additionally im brownish phlegm,8
the veins calves prominent causing lot discomforts they swollen protrude skin,1
i feel bloated uneasy time ive losing weight i longer like eating i occasionally get bloody vomit dark tarry stools,22
i high fever severe itching chills vomiting i also headache perspiring lot additionally hurting nausea muscle soreness,17
my muscles feeling really weak neck extremely tight ive experiencing lot stiffness i walk joints swollen walking also really uncomfortable,10
my urine often weird odour crimson black colour my bodys temperature fluctuating often typically keeps night,18
ive experiencing high fever persistent cough shortness breath ive also producing lot thick mucoid sputum im feeling tired weak,12
the abdominal pain coming going really unpleasant its accompanied constipation vomiting i feel really concerned health,2
im really hard time catching breath im sweating lot i feel really sick lot mucus throat my chest hurts heart racing the mucus im coughing dark looks like rust,8
ive got cough wont go away im exhausted ive coughing thick mucous fever also pretty high,12
i feel really fatigued weak i bad cough my fever really high breathing become shallow when i cough lot saliva comes well,12
the skin around veins legs dry flaky causing discomfort irritation i also starting get frequent cramps,1
my mouth filled sour acidic flavour i frequent belching burping my upper abdomen felt pressed full past hours,22
im lot trouble constipation pain trying go bathroom it hurts lot anus area around my stool bloody anus really irritated,9
ive experiencing lot scratching chills vomiting fever i also headache perspiring lot ive terrible nausea soreness muscles,17
i use restroom frequently relieve i cant seem get bladder empty i occasionally get severe uncontrolled desires urinate well black crimson urine,18
im nauseous ill shaky i huge throat makes tough breathe i occasionally nighttime chest aches occasional sickness,19
the rash skin spread parts body including chest abdomen it itchy uncomfortable often worse night i also facing skin peeling,0
i feel quite weak lymph nodes enlarged my eyes burning throat hurts my sinuses strain nose stuffy i cant smell anything chest hurts,7
back pain coughing cough numbness arms legs plaguing in addition neck hurts ive trouble staying balanced without getting woozy,15
my skin acquired nasty rash its full pusfilled pimples blackheads my skin really sensitive well,11
ive trouble sleeping itching pain produced rash my nails little dents really alarming moreover joints pain everyday i idea causing,0
the high fever swollen lymph nodes causing much discomfort i headache feel weak fatigued its hard concentrate fever,3
with high temperature shortness breath sweating chills intense exhaustion ive feeling quite poorly ive coughing lot brownish phlegm pulse rate racing,8
i recently horrible rash skin there several blackheads pusfilled pimples my skin also moving around lot,11
the headache i experiencing severe accompanied feeling pressure head i mild fever along headache there small red spots back,5
strong itchiness nausea bothering i also lost weight really exhausted i high fever skin becoming yellow in addition feeling stomach ache pee black,16
i cant seem catch breath im sweating lot i feel really sick lot phlegm throat my chest hurts heart racing the mucus im coughing brownish stringy,8
i instantly experienced headache chest pain dizziness working since challenging keep balance,13
recently i try walk i stiffness stiff neck swollen joints muscular weakness walking also really uncomfortable,10
i often feel like food getting caught throat problems swallowing i feel bloated frequently belch i constantly bitter aftertaste,22
i struggling headache feels like tight band around head along chest pain dizziness,13
i middle workout i suddenly developed headache chest pain dizziness its hard maintain balance since,13
i feel nauseous chest pain recently i experiencing chest pain i feel uneasy often sweat profusely,21
i rashes skin irritations especially crevices skin my skin bruises cuts also take long time heal,23
my tendency belch burp frequently i frequently get chest pain spreads arm jaw back neck there pressure stress chest,20
periodically tingling throat poor breath bad taste mouth make difficult swallow meals,20
i feeling nauseous constant urge vomit there strong pain behind eyes small red spots arms,5
my skin really scratchy rashes body i bumps quite firm well areas darker shade rest skin its extremely unpleasant,6
i starting rashes skin the rash often bleeds i scratch rub moreover i noticed small dents nails,0
i get frequent urges urinate night little output lot pain urination the urine coludy bloody sometime foul smelling i get nauseous,18
my skin always itches occasionally becomes quite rough red in addition i occasionally get little pimples resemble tiny balls certain spots different colour rest skin it severely irritates itches,6
i cough continued days i feel really weak tired my fever high breath become strained when i cough i also generate lot mucus,12
i rashes skin flake time time this leaves prone infection my fingers start twitching sometimes i experience tremors,21
my muscles quite weak ive coughing phlegm along significant back discomfort in addition feeling weak disoriented neck hurting,15
i developing sores face nose area i sure causing the sores face swollen tender touch i burning sensation redness skin,4
enlarged lymph nodes giving great deal pain i rashes body i sleep night,3
the veins calves protruding quite unusually i worried also i overweight i believe reason behind,1
my muscles feeling really weak neck extremely tight i swollen joints find difficult move without becoming stiff it also really uncomfortable walk,10
my skin peeling particularly knees elbows scalp this peeling frequently accompanied stinging burning feeling,0
ive quite exhausted ill im sneezing nonstop quite cold my head throbbing i lack energy additionally i high fever feel like i fire,7
i struggling digestive issues including acid reflux indigestion well regular headaches impaired vision excessive hunger sore neck depression irritability visual disturbance,14
i awful mental clarity trouble focusing i frequently forget things struggle memory,21
bloating unease present ive losing weight losing interest food i occasionally get tarry black stools vomit contains blood,22
ive felt terribly weak drained ive also cough wont go away my fever exceptionally high challenging try catch breath ive creating lot mucous i cough,12
i feel uneasiness eating usually vomit whatever ive eaten i always pain abdomen really bad acid reflux,20
ive itching rashy patches skin recently there also regions dont appear regular tone skin ive experienced painful bumps,6
my fever really high im difficulty breathing im drenched sweat shivering chills im quite fatigued heart racing im also expecting brownish phlegm,8
i often sneeze sore throat my lips area around eyes occasionally swell once i start sneezing i cant stop,19
the sores around nose surrounded red inflamed skin the rash caused skin become dry flaky visible yellow colored fluid coming sores,4
there rashes around nose large red sores i noticed rash spreading parts body also i high fever every night,4
i pain abdomen often get feverish i sudden strong urges pee the pain almost constant often increases night time my pee almost always foul smell,18
i lower abdominal ache bursting sensation i urinate since i began experience additional symptoms i also experiencing low body temperatures ive weak result,18
the blood vessels legs quite visible give lot pain theyre large protrude skin it unusual i worried,1
i low temperatures bloody pee since days my head hurts like crazy pee also smells foul i almost control peeing get sudden urges,18
the prominent blood vessels calves causing selfconsciousness embarrassment i believe problem overweight,1
i high fever severe itching chills vomiting i also headache perspiring lot my discomfort also brought nausea muscle ache,17
i high fever along severe headache the fever accompanied extreme body pain chills i worried health ’ know,5
i felt good i woke morning day wore i began feel headachey sick stomach dizzy since challenging concentrate focus work,13
the veins legs causing lot discomforts i sit long periods time they swollen protruding skin making painful noticeable,1
im trouble breathing really uncomfortable im sweating profusely lot mucus throat my chest aches heart racing im coughing dark mucous,8
back pain persistent cough numbness arms legs bothering my neck hurts ive feeling lightheaded unsteady,15
ive lost appetite cant seem eat anything im worried health,3
the skin around veins legs red inflamed itchy it causing lot discomforts i starting get regular cramps,1
i tendency burp belch regularly i often get chest discomfort radiates arm jaw neck my chest feels tight stressed,20
a skin rash several pusfilled pimples blackheads bothering lately additionally skin scurring lot,11
im lot problems breathing im feeling good im sweating lot i lot mucous throat chest hurts my breathing laboured phlegm im coughing odd tint,8
ive suffering visual disruptions seeing things distorted eyesight problems,14
im worried red spots skin its spreading rapidly causing lot problems i also developed mild fever headache every night,3
im experiencing extreme body pain headache vomiting ive developed red spots covers entire body causes severe itching,5
my nasal sores crusted become difficult touch the wounds used leak yellowrust coloured fluid it taking lot longer deal using medication,4
lately ive experiencing constipation pain bowel movements my anus really sore bleeding i go its really painful im really uncomfortable,9
i persistent dry cough my infections dont seem healing i palpitations i also problem sore throat seem go away,23
lately ive experiencing skin rash lot pusfilled pimples blackheads my skin also scurring lot,11
ive feeling exhausted weak i cant seem get rid because vomiting nausea ive entirely lost appetite my belly pains causing concern,2
my persistent cough breathing problems exhaustion making things difficult ive producing copious amounts thick mucoid sputum also high fever im currently feeling fairly ill everything tiring exhausting,12
due stomach discomfort i problems sleeping staying asleep i exhausted using bathroom lose appetite im quite nervous time,22
i experiencing severe back pain persistent cough weakness limbs my neck also hurts i feeling dizzy balance,15
recently ive suffering neck muscle weakness stiffness my joints enlarged difficult walk without feeling stiff walking also excruciatingly uncomfortable,10
i must admit i high fever persistent cough shortness breath in addition ive coughing lot thick mucoid saliva ive feeling really depleted worn,12
ive terrible back pain persistent cough weakness arms legs i issues dizziness balance loss neck hurts,15
i loss appetite difficulty swallowing i often persistent feeling fullness even eating small meals i usually throw get heartburn tingling sensation throat,20
ive high temperature vomiting chills intense itching i also headache perspiring lot im queasy muscles hurt lot,17
i lot trouble sleeping high fever headache moreover i constant belly pain i cant go work,2
i experiencing extreme belly pain constipation every night i severe fever along chills headaches the last couple days really uncomfortable,2
its incredibly difficult use restroom i hurts lot my stools bloody butt hurting my anus also quite itching aggravated,9
along impaired eyesight increased appetite sore neck melancholy impatience regular headaches ive also experiencing heartburn acid reflux indigestion,14
i trouble breathing easily get breath my face torso swollen eyes hurt i dry hacking cough,19
the cramps calves making difficult walk i feel fatigued working time i believe obesity reason behind,1
ive issues exhaustion dry cough breathing i high fever coughing lot thick mucoid phlegm,12
ive suffering severe back pain persistent cough numbness arms legs ive experiencing issues vertigo balance issues neck hurts,15
i frequently sneeze nose runs i constantly cough eyes sore watery my head hurts time,19
ive encountering trouble walking headache chest pain dizziness my concentration skills focus also challenging,13
i get burning sensation i pee sometimes lot pain foul smelling urine i getting urges urinate night,18
i occasionally urinate blood occasionally feel queasy help i also occasionally get high temps night terrible odour coming pee,18
the fatigue really uncomfortable ive lot difficulties usual activities ive also feeling really depressed irritable there mild pain abdominal part,2
ive struggling persistent cough breathing issues exhaustion ive coughing lot thick mucoid sputum high fever all really tiring exhausting right im feeling rather ill,12
my eyes always red itchy nose feels stuffy congested i feel kind sick tired time i keep coughing gunk my throat feels sore scratchy ive noticed bumps neck bigger usual,7
the nausea i feeling accompanied loss appetite feeling unease there distinct pain back muscles pain,5
i headache chest pain dizziness trouble balance it also hard focus concentrate,13
ive trouble falling asleep rashs pain itching the skin fingers starting peel my nails tiny cracks really worrying,0
there red blotches body i itching horribly a patches also differ complexion natural skin and lumps bumps developed skin,6
back pain persistent cough numbness arms legs bothering ive trouble staying balanced experiencing dizziness neck hurts,15
i feel tired every day there red spots arms back itches i touch i really worried sure,3
i experiencing chills fever along severe abdominal pain ive feeling really miserable overall i cant seem shake symptoms,2
my nails small dents pits often feel inflammatory tender touch even minor rashes arms,0
ive persistent cough days i also breathing problems im weak exhausted fever roof its difficult manage symptoms ive also coughing lot mucus im becoming angry everything,12
i sneeze lot nose running my eyes ache damp i frequently croak my head hurts time,19
there bruising legs i explain i see strange blood vessels skin also i slightly obese i really worried,1
the joint pain i experiencing severe feels like constant ache my head aches time i starting develope mild fever accompanied chills,5
ive gained lot weight currently quite fat i many inclinations cravings,21
im running temperature cant seem catch breath ive sweating tremendously feeling overall unwell weak ive also thick black phlegm my heart beating frantically chest hurts,8
i sore throat frequently sneeze sometimes skin around eyes lips swells i cant stop sneezing i get going,19
my muscles havent strong ive experiencing back ache ive feeling lightheaded wobbly feet neck hurts,15
i suffering intense itching vomiting fatigue weight loss my fever high skin turned yellow my urine dark i experiencing abdominal pain,16
i feeling fine day suddenly developed headache chest pain dizziness driving home work its hard focus concentrate road since,13
i rash body i cant stop scratching skin itchy my skin also spots hue altered lumps knotlike pimples,6
recently ive itching lot skin covered rashy patches furthermore regions skin doesnt appear usual tone ive experienced lumps exceptionally painful,6
i high fever severe itching chills vomiting i also headache perspiring lot additionally hurting nausea muscle soreness,17
i lots itchy spots skin sometimes turn red bumpy there also weird patches different colors rest skin sometimes i get weird bumps look like little balls,6
ive diarrhoea loose watery stools many times day ive lost appetite always sick im also developing mild fever also abdominal part pains lot i dont know reason behind,2
i fever last couple days now i starting experience severe pain stomach area suffering constipation,2
i suffer migraines headaches ive trouble falling asleep my muscles trembling twitching i sometimes feel dizzy,21
ive dealing really nasty rash skin lately its covered blackheads pimples packed pus my skin also really scurrying,11
i middle meeting i suddenly developed headache chest pain dizziness its hard focus concentrate discussion since,13
ive experiencing balance issues headache chest pain dizziness ive also realised im trouble focusing,13
i rash legs causing lot discomforts it seems cramp i see prominent veins calf also i feeling tired fatigued past couple days,1
i experiencing digestive issues including acidity indigestion well frequent headaches impaired vision excessive hunger stiff neck depression irritability visual disturbance,14
back pain productive cough muscle weakness bothering i issues dizziness uneven balance neck hurts,15
ive sneezing incessantly i cant get chill go away i feel weak exhausted cough wont stop my temperature really high,7
i dry mouth throat i also experiencing increased appetite hunger however i feel tired times,23
i feeling quite weak im lot stomach discomfort constipation really bothering i strong urge vomit times result i cant eat anything,2
since ive constipated using restroom quite challenging when i go aches ive blood stool my anus quite itchy irritating ive also experiencing discomfort butt,9
in addition head pain chest pain instability balance issues ive already feeling unwell i also suppose im issues focusing,13
i always get hot puffy eyes feeling something obstructing sinuses my chest feels quite heavy ive coughing lot gunk i sense smell muscles hurt lot,7
i slow healing wounds cuts i tingling sensation hand numbness hands feet,23
i regularly vomit get pelvic pain there occasionally blood pee occasionally absolutely intolerable odour i occasionally trouble falling asleep migraines,18
doctor my skin covered uncomfortable rash odd patches skin different colour there pimples skin resemble little knots,6
my nails small dents even joints started pain severely there silver like dusting skin particularly back,0
i headache chest pain morning day wore i also started feel unsteady unstable feet,13
there silver like dusting skin moreover skin arms back starting peel this strange really concerning,0
ive felt really scratchy nauseated worn i also high fever lost weight both skin urine become yellow ive also experiencing stomach pain,16
ive experiencing severe muscular weakness neck really stiff it difficult move since joints swollen it really uncomfortable walk,10
ive experiencing intense itchiness nausea exhaustion i also high fever lost weight both skin urine become yellow additionally stomach hurts,16
ive gained lot weight quite fat my appetite varies i desires various things,21
ive chills feeling really worn cough wont go away my chest hurts i cough heart racing the mucus im bringing gross brownish color,8
the itch nausea weariness bothering in addition i developed fever lost weight my pee black ive developed yellow rash additionally ive stomach ache,16
my neck extremely tight muscles felt quite weak recently it difficult move around without becoming stiff due swollen joints walking also extremely uncomfortable,10
back discomfort breathing difficulty weakness limbs hurting i issues vertigo losing balance neck hurts,15
my sex desire decreased im finding harder function sexually i regularly brain fog feel quite dizzy disoriented,21
strong itchiness chills nausea high fever part current condition besides headache ive perspiring lot ive uncomfortable nausea muscle ache,17
ive trouble sleeping itching pain produced rash my nails little dents i also experiencing skin peeling different parts body,0
i seen rashes skin difficult scratch also ive high fever several days im sure whats causing,3
im running high temperature ive developed rash face neck arms the rash consists painful red lesions my health concern,4
ive feeling scratchy throwing i lost weight also really exhausted my skin become yellow i severe fever i stomach ache black urine,16
i suffer migraines headaches ive trouble falling asleep my whole body trembling shivering at times i dizziness,21
my body itches i rashes back chest my skin flaky sometimes commonly results body marks,21
i struggling intense back pain chronic cough weakness arms legs my neck sore i problems dizziness loss balance,15
my emotions change i difficulties focusing at times mind might cloudy hazy making challenging even simple tasks,23
ive recently suffering constipation digestive discomfort my anus quite painful bleeding whenever i go its excruciatingly painful im quite uneasy,9
there small red spots body i cant explain its worrying i feel extremely tired experience mild fever every night,3
with persistent cough respiratory issues exhaustion ive struggling i high fever producing lot thick mucoid sputum coughing i currently feel rather sick result draining tiresome everything,12
headache chest discomfort dizziness lack balance difficulty concentrating symptoms ive,13
strong itchiness chills nausea high temperature plaguing besides headache im also perspiring lot my muscles quite sore i feel sick,17
i feeling nauseous constant urge vomit accompanied mild fever headache,5
hey ive dry cough breathing difficulties well high fever lot mucous produced i feel incredibly weak tired,12
i constantly sneeze dry cough my infections dont seem healing i palpitations my throat ache occasionally usually gets better,23
i dealing headache chest pain days today dizziness loss balance became much worse,13
ive high fever chills intense itching in addition i headache perspiring lot ive suffering nausea well muscle ache,17
i developed really nasty rash skin there tons blackheads pimples filled pus my skin also really scurrying,11
ive lost lot stuff bloody stools including iron bloos as result i anaemia generally feel rather weak,22
i experiencing frequent headaches blurred vision excessive appetite sore neck sadness irritability digestive problems including indigestion acid reflux,14
i dealing back pain persistent cough weakness limbs my neck sore i issues dizziness loss balance,15
i worried constant peeling skin palm elbow knee i developed rashes arms itch i touch all making life quite discomforting miserable,0
i feeling really fatigued weak i cant seem get rid i mild fever strange pain abdominal area i cant understand happening,2
my skin acting lately becoming exceedingly itchy prone rashes furthermore several patches differ normal skin tone terms colour and i lumps bumps skin werent,6
i feeling extremely tired fatigued i energy anything i developed rashes neck itch upon touching,5
my pee strong odour hazy look since symptoms started ive high temperatures frequent nighttime urges urinate,18
i constantly dry cough my infections dont seem healing i palpitations my throat hurts occasionally appear get better,23
i swollen red lymph nodes arms legs itch i touch im also suffering terrible headache mild fever i dont feel like eating anything lost appetite,3
i experiencing lot bloating constipation really uncomfortable it feels like theres lot pressure pain belly area,2
my wound healing slowly slower rate my hands feet numb tingling time,23
ive experiencing severe itching chills vomiting high fever in addition i headache perspiring lot ive also bothered nausea muscular ache,17
doctor high fever since past days saliva also became thick dry cough weakness also seen,12
my skin rash giving lot pain discomfort its red swollen spreading throughout body,3
all body severe itching followed red bumpy rash my skin also darkened spots tiny nodular breakouts it happening several days becoming worse,6
ive really hard time going bathroom lately its really painful im able go every days theres also lot pain anus around area my stool really bloody anus feels really irritated,9
my skin really itchy lately occasionally erupts rash in addition i odd areas skin different coloration rest occasionally i develop little bumps look like nodules,6
i routinely experience heartburn indigestion particularly consuming spicy fatty foods when i lean forward lie chest discomfort becomes worse my chest hurts lot well,20
i breathing problems become breath easily my eyes ache i dry hacking cough face body bloated,19
as well excessive appetite tense neck depression irritability visual disturbance ive also indigestion headaches blurred vision acid reflux these symptoms disturbing interfering usual activities,14
i blurred vision seems getting worse i feel fatigued tired time i also feel dizzy light headed times,23
my muscles really weak neck extremely stiff my joints swollen making difficult walk without feeling stiff walking also really uncomfortable,10
my eyes red watery time ive also pressure sinuses wont go away im always feeling tired ive lot trouble breathing ive also lot gunk throat lymph nodes swollen,7
my nails slightly dented even joints experiencing excruciating discomfort my skin silverlike powder especially back elbows,0
